x,y,z,label
232.9634377503539,221.15236392205003,9.865767073741782,20.0
229.86593592270637,218.88078899471483,16.652686878493586,20.0
229.06872897886564,217.24372018126957,11.824007710033404,20.0
218.89929175709187,207.56142674222662,11.084536635943437,20.0
225.71431531837658,214.00022061487238,13.002014244333736,20.0
236.265357964539,221.62063364758606,6.186057523835311,20.0
231.44621920527396,219.43319461603397,13.910449678759788,20.0
221.94314964847186,210.83893894157706,10.784128352642668,20.0
224.86584348855456,213.87204273673672,10.229605986487831,20.0
230.63340439146555,218.6120201536708,12.772850530885663,20.0
221.8363757717763,210.93927746419635,14.634627057508858,20.0
230.54225942900086,217.0697178372533,11.990766921735311,20.0
232.91507747592445,221.0328851455235,13.938850008695056,20.0
235.52856942528726,222.22556701749593,8.862783315358675,20.0
216.26884743601067,204.8445940866458,17.395351160053174,20.0
235.10007394565775,222.96568311905412,9.71657646642674,20.0
232.39984414435347,218.1304690816921,6.460733662062716,20.0
227.46451888502511,215.9697998333599,15.716565911507375,20.0
232.93176551695302,220.62619064402182,13.435862143665394,20.0
217.74378967175306,205.7764052153086,9.37750619445473,20.0
224.66797123335613,213.50888860446418,13.154101045119912,20.0
234.50117362749057,220.416016662022,11.061821730235321,20.0
223.53286682209085,211.28789997144017,16.295041921791324,20.0
224.3808233126923,211.46237787808,10.134339353671411,20.0
220.99658136626647,209.77630029394004,11.800085603643195,20.0
215.6305245487712,203.72760864324474,9.883086214340247,20.0
225.66792366663967,212.4997887860679,13.471530292331225,20.0
222.8011272621845,211.28289136663898,12.359217893747587,20.0
227.4739666818522,214.3878974514955,11.793714050630474,20.0
239.45203448004193,226.68461458921848,13.843661404605571,20.0
237.23918810537637,223.652097208407,12.175727014939193,20.0
213.4067647862446,202.79162019326193,15.039902772449976,20.0
234.02362826669733,221.3640496203822,15.424591958985966,20.0
235.52181480022844,222.8022381323694,15.020437930616236,20.0
237.16478038308125,223.73197179800889,10.47222457126845,20.0
219.81328312651922,207.9541132159111,9.739651856004134,20.0
226.87450221547357,215.58563879658254,12.412171695683481,20.0
228.53822477623075,216.0390537056473,11.668713322131703,20.0
231.52563574094503,219.09467187113248,13.858078247292129,20.0
229.35486350850195,216.26233740420574,13.466508827438593,20.0
229.46489607524248,217.73610662179175,17.22925893872186,20.0
236.43267840872758,224.29075686953786,14.777208571768218,20.0
228.3090284538286,215.08579562652125,14.365524049419285,20.0
224.94287775421276,211.73554502871062,15.192887667773633,20.0
229.27386014508025,217.03977988163348,13.393716824051491,20.0
-100.61192190407384,-154.5503858230128,-16.766265927452842,21.0
-99.46796443590581,-147.4895068602719,-16.287781956190557,21.0
-95.36696335653686,-131.14736273541078,-18.62743949628956,21.0
-101.19074500906223,-144.83725151078127,-15.245925462036311,21.0
-91.27427362584159,-140.4953743564076,-24.93188787343172,21.0
-102.57594476772641,-147.132413550887,-20.78380322981497,21.0
-101.61382955186454,-153.37791930118544,-24.35331116687282,21.0
-90.4919286074715,-138.0272879807464,-20.58393057375347,21.0
-101.1893920863822,-150.87706595768913,-18.806853339570555,21.0
-102.57637813306982,-162.70252581308748,-27.822674782182208,21.0
-92.43831933683929,-136.6651573067822,-16.159958789955255,21.0
-98.03584520968712,-141.31850144903711,-22.16482642899628,21.0
-93.30830111372549,-139.19364251824496,-18.55653675430874,21.0
-88.97213591230987,-134.89617293187038,-20.274604535157742,21.0
-103.82240727155727,-147.59957366401792,-21.975593995002335,21.0
-96.36556150146494,-144.96408797534716,-23.30949924282474,21.0
-100.97548691715664,-135.04336529784956,-14.329827378145268,21.0
-95.68055053116392,-143.71780213302918,-14.457821560279484,21.0
-103.19958585504992,-148.31386931543898,-19.410339938164125,21.0
-94.98022848283435,-145.32747861800047,-26.068456356007417,21.0
-95.19856145012085,-132.52897402115977,-17.148011993740592,21.0
-100.99950548477867,-142.15939333741514,-17.39855435783105,21.0
-99.12043833586557,-151.62747014410897,-19.805089851699123,21.0
-91.43857948630946,-133.74116634185506,-22.06540184644363,21.0
-95.27083332081796,-139.77753150029258,-18.71312518592949,21.0
-106.54473728791449,-146.7177663325857,-16.725239395639942,21.0
-104.05558050723705,-149.91136315417995,-19.078080870051753,21.0
-81.79668221413903,-130.22088873749988,-18.788713715670927,21.0
-102.19213099585062,-139.06725781155174,-19.877965211302374,21.0
-92.8641209201607,-138.54239341823853,-17.013697551500115,21.0
-98.69426501947125,-150.54469460123158,-17.929936287843624,21.0
-99.93580223206995,-144.64799657205398,-16.208632203447653,21.0
-93.81912802230107,-133.16203432597547,-18.818928890152648,21.0
-85.90098144829966,-139.3460927008844,-19.171384690357918,21.0
-96.13128142572226,-147.47474457659982,-15.437007201259414,21.0
-96.65459749471354,-152.85883408688022,-24.222480239364835,21.0
-92.05646678544676,-133.88491411067218,-18.402473109089343,21.0
-99.95976147801458,-148.08267434448473,-15.0189826215427,21.0
-105.69113763036825,-147.64931264999848,-16.84248306916097,21.0
-99.96178939655476,-146.5414448218025,-21.372127899103337,21.0
-107.68329474002951,-155.1658217745156,-25.705834977218924,21.0
-98.55571647692929,-143.97061906129377,-21.891456365590017,21.0
-97.50132002531247,-148.6015233640909,-20.616208423054488,21.0
-89.36752862687317,-131.86604070783466,-15.25698074497842,21.0
-109.7900906231305,-147.8065869761321,-14.332546868582803,21.0
-97.13242713246598,-135.3672057653491,-24.563625835728114,21.0
-94.05029968248492,-134.25135728117468,-13.608833945678066,21.0
-97.81185166071451,-139.22538963830795,-19.566889473502663,21.0
-93.33936560111292,-147.5069233829095,-16.152626200264912,21.0
-88.60743629316238,-137.3896914484938,-20.247613714640508,21.0
-102.0921515158677,-147.04551832659132,-19.182932791314112,21.0
-100.81493214547034,-148.48802209596883,-20.923329542725007,21.0
-93.95901645371917,-137.4224514376524,-14.36752371037174,21.0
-99.67858008707942,-148.236779565863,-23.355013731368228,21.0
-96.27548665598225,-140.4233700084374,-19.750257221394357,21.0
-107.73840051121948,-153.900015654243,-22.694318390706794,21.0
-100.28518549316112,-152.6353154105844,-19.75909898864999,21.0
-102.25261099441757,-143.56543730063817,-16.773873769522762,21.0
-94.14059504050671,-141.55370159778283,-14.671811184402115,21.0
-103.9940883730259,-145.12924220943057,-19.47387177859605,21.0
-101.74526449336632,-149.37766345590853,-14.401542383721718,21.0
-94.20961966828004,-145.4099884849944,-22.07591219783118,21.0
-102.37843911076749,-151.69211613715203,-22.625919612442996,21.0
-100.75880600563735,-152.1060451325846,-22.95472280228698,21.0
-90.88715638510074,-126.86597086549048,-15.079965714426645,21.0
-95.46274378414637,-145.31626281186715,-16.45314907677834,21.0
-105.76495097866555,-147.3692746704516,-18.06877914954131,21.0
-102.11267651982917,-168.9324668833079,-20.29968473828694,21.0
-93.02810150657142,-137.75856902449237,-17.91941246727927,21.0
-107.3895605626449,-155.38717655754326,-19.072201643753857,21.0
-100.05611139169608,-146.2527676964189,-19.15518149142081,21.0
-99.17844216330616,-152.93025572726876,-17.163056791107923,21.0
-96.15254545304305,-155.99414956013993,-27.590312275737674,21.0
-95.53410365044613,-135.6656301075396,-22.29470369476933,21.0
-94.81021352408536,-148.29146925949166,-25.3116522130345,21.0
-95.05306940219131,-142.23475557313793,-17.824395924423904,21.0
-99.40231082436209,-148.42388015071433,-21.150122457624203,21.0
-96.19485094612611,-142.3871899197638,-18.227940718645787,21.0
-97.98389588105196,-147.34436298501151,-21.212180721895205,21.0
-98.58081067660935,-142.34306426558527,-19.805218616434853,21.0
-100.30735437331371,-143.54349438177442,-18.969556418776513,21.0
-102.8883721929972,-151.47527462675768,-15.143471913071817,21.0
-106.4149891578735,-137.51364433218342,-15.351096570220253,21.0
-91.4006604798373,-139.03727694914622,-23.60744634490789,21.0
-99.27821298978094,-148.68012991505216,-16.78982663338006,21.0
294.86364304543787,188.31176488502058,-1.233949704365016,22.0
257.7089541975165,165.58201487876033,-2.0270334012897817,22.0
272.3881882505558,173.53428406481376,-10.154729501321034,22.0
256.00262920963127,164.95888065379697,-2.48165172069855,22.0
297.90954849130463,191.10457895635855,-2.941569040263574,22.0
261.6062683800547,166.54989339372108,-4.906962519452266,22.0
298.6637920161874,191.0637725874097,-2.9192018211211996,22.0
266.13531931819335,170.0193271378109,-2.622222575790753,22.0
279.80918115797516,176.23505340476274,-2.9571503279818243,22.0
264.59197673708377,169.06809014697254,2.4123723164205204,22.0
258.5898790931578,166.2115429355088,-0.08335511988877387,22.0
265.79153642059265,169.96289801259127,-2.0096964683828205,22.0
272.8636794042764,172.65705623811363,-1.0539965741400512,22.0
294.9917785953622,187.48533079201246,-0.5987818543102024,22.0
262.75007355781287,168.50241288474638,-2.8268624159678417,22.0
270.6961107219066,173.74501551692563,-1.306947640479851,22.0
305.4806235317307,196.88999627633925,-5.0297561412908145,22.0
290.1442215071564,185.31995191587524,-4.260531192006006,22.0
255.49784665014076,162.73043397699996,-2.206528487899818,22.0
275.41050876914926,176.33831009532807,-1.2603235195630615,22.0
288.0074567096577,184.84354051075786,-4.9354335866946,22.0
287.2125885700597,182.8198940888889,-4.323355297359539,22.0
278.5704227430833,178.4270047298538,-3.402530287945644,22.0
258.4836957359028,164.48951412851642,2.868306697510527,22.0
296.97465022131615,190.19045836450627,-5.163542885148534,22.0
278.4445296372243,177.39938586943435,-5.280216345114356,22.0
258.2400265327347,166.70173535838848,-3.3554187606735035,22.0
294.1496211469884,187.9495289713704,-0.9172819482238146,22.0
252.77916678252552,163.47242261976757,0.8352070057735193,22.0
283.0498329185494,180.89288300459512,-2.011044275253768,22.0
243.24495323932643,156.98456923642448,-8.008645036144873,22.0
262.9969659602453,167.85449455561334,-5.899489437134989,22.0
255.76203608489718,164.9121509043937,1.6982907556629245,22.0
275.4743094985687,175.58301107971937,-1.545498785433097,22.0
270.45525139973034,174.78947125598557,-1.1456835478125944,22.0
248.42365859192185,158.60997046672134,-2.2695375364084605,22.0
278.2509152804984,180.28177693377023,-4.179526571306639,22.0
8.4370141154979,-9.687924593413488,-409.149688042375,23.0
13.389342234102058,-12.442455936329715,-405.4485136948246,23.0
9.380330836354432,-17.184180331444452,-439.64047204518886,23.0
1.4213997239824292,-8.928271350603143,-411.0522740030845,23.0
9.54501512204832,-11.31141290657937,-447.2671262149656,23.0
8.153669502579652,-12.251933786416352,-400.99228891683356,23.0
12.012088121052985,-8.622268156246363,-407.0354589669952,23.0
13.560046774932452,-10.97797099140217,-399.56973209612914,23.0
4.683120859491237,-6.076460146792309,-417.00552414504097,23.0
12.22611084090518,-10.303958078935006,-404.19689971829854,23.0
14.030934294893617,-10.317430595545314,-381.76052293429666,23.0
11.714859827594355,-8.026948980316948,-396.6961768372591,23.0
4.222206112083177,-6.395785642699734,-399.1089547967174,23.0
12.168931186522453,-16.06583419163233,-401.156633072459,23.0
11.114623864893204,-11.558628108247813,-421.15282996918694,23.0
11.481946800148414,-12.246754701265324,-409.65020287651197,23.0
12.569394209714325,-12.300475354234832,-420.8878937101594,23.0
7.324032769043374,-12.053211430621577,-396.791986514081,23.0
9.270313402635374,-6.656588099646294,-392.33316831587086,23.0
9.171150015040816,-10.13201020221803,-418.2019919748787,23.0
6.798547510900399,-12.096648697762092,-391.65842094097695,23.0
5.232222073134797,-7.526521309015927,-406.422217889583,23.0
5.86026819128777,-12.739197207962254,-406.0211108632494,23.0
11.86101914860574,-9.838107309669212,-429.9503675866447,23.0
7.621929452900741,-9.039542204133369,-406.32257135329525,23.0
11.349090036218263,-9.116079593753495,-414.598951282382,23.0
12.957562070688864,-11.522757441101858,-371.7775272660613,23.0
15.971552751530677,-13.93962154075763,-423.37374757504756,23.0
14.828105810256226,-10.65191552252537,-412.71623710353566,23.0
4.807204773742381,-11.361447831907522,-419.35289765287206,23.0
-27.149951398124344,3.667202204233822,242.47637820986878,24.0
-35.83221826489702,5.215724346967736,309.7236083317431,24.0
-34.39186434284127,3.591265005727419,271.45083807775063,24.0
-33.88013125179951,1.472267326996587,275.45519909034033,24.0
-37.8827741006127,4.838796274746912,270.39762157669213,24.0
-36.97052886277281,10.060974347250202,310.61630783903706,24.0
-27.64085163133997,2.88609018233057,244.9536183353724,24.0
-29.10504505013185,4.055467076808116,288.92737237222,24.0
-30.614773064324613,2.3944466958752746,280.5674531545311,24.0
-33.42220050538091,0.6441519187033442,253.30171899229,24.0
-31.604076549269845,1.3795770362816844,282.8996277390237,24.0
-35.85070362948398,-1.114080366709151,287.04329470535987,24.0
-39.75112247356383,3.2122248121582486,318.5665187203519,24.0
-34.88617219835113,7.235395995910147,289.1173607300129,24.0
-35.40194914502074,7.048764257360019,266.59055204116993,24.0
-33.640730452944304,3.8101959095487965,292.4474927284917,24.0
-29.256868095919334,7.385432767886842,283.56765336400605,24.0
-33.376924114843455,-1.1256440619003503,277.1435751350391,24.0
-28.874987362048472,3.773803047475659,257.9671663440553,24.0
-34.079228582075395,2.9684712220261362,287.48968036560285,24.0
-27.00240315271059,3.159641577201206,249.88796571963633,24.0
-28.99360758402569,5.573436917007577,276.9679967635762,24.0
-32.04799519339408,7.866689068010836,304.52192179551105,24.0
-31.603965329615768,1.188675679953672,291.4473606163854,24.0
-25.535676056862954,1.9646004297669653,264.0618795939471,24.0
-32.69801419305084,5.109154544258367,287.82803712501556,24.0
-34.50002919854682,3.4875574255031854,310.8343814886595,24.0
-36.22988586802679,0.9299299879588386,264.25575673066623,24.0
-27.772130375302968,1.1643561174842276,246.52334462819513,24.0
-25.197858145044552,5.833119275975417,288.3488668829896,24.0
-28.11561016219487,4.652821340633891,247.07868741979158,24.0
-33.32150349426942,3.5473317741766865,281.90498690300296,24.0
-33.98625468105934,1.713084757185342,281.6555894791374,24.0
-39.23151175598861,3.5699409114056406,286.0572128307095,24.0
-30.292411355985827,3.4246560480887425,262.00872521691184,24.0
-25.874288274282087,4.5251935746589735,269.316145571445,24.0
-36.01166226514266,6.4401382721174,283.68342554012156,24.0
-37.21793693519567,1.427545536612267,292.20428506243337,24.0
-30.85799416823846,0.05404723092245216,255.82750530418838,24.0
-35.182441935598824,2.2899931050746876,301.9982219448099,24.0
-36.70114626791732,2.1824029979640214,291.90532897191446,24.0
-36.6993846719216,5.254233900077886,299.56348871340117,24.0
-34.43353324169618,-0.596892713096401,266.5448586990916,24.0
-32.89959061126593,-1.3030883360428451,299.42218669225866,24.0
-38.07267299559881,2.2821283684980367,327.99845720552287,24.0
-32.729104966627624,1.5227477725086778,264.42442829947663,24.0
-28.52254059744077,7.97448054257265,294.9909689130229,24.0
-36.46529713298023,5.473679328424907,276.57437583635044,24.0
-28.997728436372146,10.730598770059139,265.41474730642705,24.0
-30.760302423280223,3.2240960482696317,259.79010502039165,24.0
-31.283906885620212,0.8282589955423251,242.8160263399881,24.0
-39.693832607293366,4.0607970346371225,336.2157867185942,24.0
-38.23424489348071,-1.2099584266619727,319.57234883045027,24.0
-29.78114695097735,2.2514610381527613,283.0202268983229,24.0
-32.35721453363131,3.5816780399666857,289.4447309200366,24.0
-26.90524458994809,7.034742520825789,263.5837925674272,24.0
-34.330388520378484,1.1645369338851168,314.35933614943116,24.0
-29.81856872519392,1.6822418927295386,293.0782936731705,24.0
-38.1689954154871,1.3119254122467263,292.7889036586196,24.0
-35.02540695275006,1.9831695332438013,298.4913098079372,24.0
-38.47370326919961,4.632013791501565,314.384056851685,24.0
-28.504054984386,4.803662744347756,260.6377658611848,24.0
-39.53072236420392,3.029576569035884,308.2927148678007,24.0
-32.02304974326216,0.851465605229811,275.348635162204,24.0
-41.16706056321951,0.09976972029729148,302.71843163196786,24.0
-34.234379657556495,2.4018022614545167,310.50335919643004,24.0
-34.26718597135059,4.5303116982807214,275.517079886044,24.0
-34.4722086021908,-3.220048991759532,291.47204079844164,24.0
-33.60727204565027,3.7067088692538674,290.390128169268,24.0
-42.123614303132435,3.6295833734607013,300.0383832387191,24.0
-29.964831335029434,3.76537265992683,272.22529741763304,24.0
-39.960184504642,4.921200088041755,287.83889241405313,24.0
-29.10298216844607,3.816233670929936,262.1887711517761,24.0
-28.012173322705593,0.3320567125227513,288.0718461779262,24.0
-28.817597629427773,5.029802012616981,286.3038033374049,24.0
-38.34200119512432,5.396680378836285,315.67007688240426,24.0
-33.992181922278604,3.3061304133074376,283.93527179197383,24.0
-34.28415596163229,-0.00766640932523438,277.60026822625866,24.0
-32.94194662221195,-4.137172430655843,262.1317390098595,24.0
-33.08099098646871,-1.192167237274953,279.2545253337641,24.0
-28.94984068478633,0.6857033497588159,269.17769240099636,24.0
-29.251911352187886,2.1532020740212645,250.1922589440682,24.0
-39.18012973261615,-1.7319039438213364,262.0282760864927,24.0
-30.27188602267954,1.976336050137658,284.7436681571942,24.0
-31.231444240074946,-0.8561625647726534,282.024532110703,24.0
-29.02883738386083,4.091816138796119,279.42469503560324,24.0
-33.59213356851431,2.9324254202633324,301.0834849311643,24.0
-32.58233432847079,2.543847495805667,254.168933149656,24.0
-38.25299091765376,5.392970229328014,302.7958977503715,24.0
-37.28343774358665,5.943616550815148,296.81231719503813,24.0
-37.38187213441702,6.122172417862485,284.9259077056918,24.0
-36.81270113800051,2.507396388801378,307.51141991928716,24.0
-33.66501978224572,2.4023723461360884,298.142292929002,24.0
-29.915018264874092,2.0031546874384802,253.71336875108264,24.0
-36.95961705233614,-0.37242479012821444,302.5004546709565,24.0
-35.80131132531388,3.146303011492438,281.62954465420177,24.0
-32.74075263917608,4.571816415607416,290.6763029055477,24.0
-36.42899260376862,2.3403593351667333,308.1326670577839,24.0
-37.53423278685378,-1.7387149726866427,271.98850529132744,24.0
211.8158580632156,-42.94922189818744,-68.73520630181525,25.0
200.85351973649873,-38.429369282382716,-74.47416825589453,25.0
194.3463196277403,-37.28594242824646,-76.98600824608074,25.0
217.0885640393374,-41.26685628136736,-67.59634612140314,25.0
209.43659116629337,-43.892947444702514,-75.83647132447048,25.0
204.20738625981394,-43.294823811609376,-63.37753246378152,25.0
195.47165262653485,-39.5006211192207,-68.1029298528849,25.0
194.64980845302077,-35.82357659763158,-70.47916212881907,25.0
215.1840618777063,-42.18392349587292,-64.33941564787062,25.0
206.4621495750706,-42.242774353818135,-74.6157292471309,25.0
197.0899527952575,-38.124710783559564,-76.28921331006057,25.0
188.87090710972524,-38.632504950764165,-61.73672099123509,25.0
196.76681525442982,-39.18099341894476,-79.48146648071842,25.0
188.25796463616612,-38.29715119103778,-62.24117778797034,25.0
192.41222009331656,-39.7901024463316,-74.59728922988022,25.0
213.14536520206232,-38.05078708122404,-72.57039357721769,25.0
196.71491565259967,-39.32907527153994,-76.37627351899313,25.0
204.81222214986684,-40.713523765114765,-73.61786894488407,25.0
205.03787787211863,-40.24945362936413,-65.86518334233814,25.0
212.1864709528913,-41.28736761739422,-65.19984317376361,25.0
200.96269176601587,-40.46421338148909,-76.11975432658342,25.0
202.2215650884015,-43.13587902989484,-82.36019645546337,25.0
201.72162789253994,-35.529366952900816,-70.89567556472261,25.0
209.84503092703568,-41.37916954992218,-55.44287071071362,25.0
208.25327793418614,-42.083711886745775,-67.29023489167007,25.0
214.48035427358883,-43.580490428933544,-73.55239574021729,25.0
209.11077883141147,-42.774813239336744,-64.6064992990548,25.0
199.21899283419125,-39.126215698662165,-68.70794241243534,25.0
194.14274969904167,-35.15069121210441,-66.91723044703976,25.0
197.54170713865895,-37.34748184613464,-67.29573071033025,25.0
212.0167390192718,-42.47861092462124,-80.62870535086506,25.0
198.416905123797,-39.22871908426692,-68.6746003313157,25.0
206.5539853984553,-42.504406490594015,-72.36858954228697,25.0
232.3707721891373,-40.11669897432302,-74.66056891182912,25.0
212.28013976657488,-38.46707755021137,-74.4584371317855,25.0
212.73670618673958,-40.10557202808374,-72.80340215272466,25.0
218.59937834922323,-42.54870657053081,-79.54606212280123,25.0
189.36053261628027,-37.52767009444371,-65.23224192968779,25.0
183.3179012910938,-34.188220363065966,-64.35006245883663,25.0
201.2683049850075,-42.61959817217139,-66.864005487594,25.0
214.00037435938575,-43.787608514374334,-69.9012415083466,25.0
193.1298602738716,-38.31463016866017,-66.19320362008352,25.0
196.9436203438742,-39.03688313287644,-74.73856525193885,25.0
224.80392295046443,-46.09121858518578,-77.29998511965138,25.0
200.8571493909093,-36.21588817976946,-71.16495847531108,25.0
193.1053313591772,-36.95122684098159,-66.59371121982701,25.0
212.70887009734454,-43.27225277674019,-71.7299610718742,25.0
202.8938382446566,-36.96888340355244,-70.21026949509277,25.0
211.9762402081442,-39.536963783568346,-70.51713744114453,25.0
202.16484118319855,-37.29348258133061,-56.15714348138966,25.0
200.0420532251335,-37.68273475306525,-71.29996631312275,25.0
203.0124922838116,-41.843410904273995,-66.66490868877831,25.0
227.05704901116326,-46.21623407193865,-86.83765109845346,25.0
216.52468280202217,-39.616370014343815,-78.80585681918673,25.0
233.60045049594987,-43.478199984589175,-74.51754952494252,25.0
216.46280995633398,-42.96449146270695,-63.87432091124697,25.0
183.03196386600038,-36.98173904177334,-74.37009292129022,25.0
209.39104682186283,-41.11780866782632,-70.5807560586329,25.0
199.8134161444225,-38.000154500325486,-78.14353119306524,25.0
195.27361248175998,-36.90626815128494,-68.08677493788917,25.0
202.98406816529908,-41.05686306372151,-78.13011210378939,25.0
214.09068600562364,-42.86634423298339,-84.63416967339641,25.0
207.0497171087645,-38.974271688329715,-68.26602856844823,25.0
217.07525772754374,-40.96420765799711,-82.97003301764354,25.0
207.09872821654326,-42.04220736577852,-70.72734056321133,25.0
232.61456427004296,-47.14521147530511,-77.06281049922116,25.0
205.69980327338632,-42.60615262852088,-75.7764186873078,25.0
217.06639945493873,-39.817774544305614,-76.92497502535801,25.0
201.83909742788524,-40.14782171560244,-64.95189789526115,25.0
195.3586990962561,-37.688944614350135,-68.95377631054224,25.0
208.96628948703767,-40.06339700010119,-68.99061248220384,25.0
207.65271133253705,-40.03388786065159,-73.76931868122733,25.0
187.01639479141758,-37.90527415600142,-65.46427774148354,25.0
209.54320027019796,-45.25964411393066,-63.3927365657939,25.0
205.8508273239816,-37.8030332517492,-70.11059639229404,25.0
218.1512922884815,-46.56500691209355,-65.02104574799809,25.0
204.531800760282,-39.480760432314746,-78.98240772735996,25.0
201.53220236055213,-39.392527895070195,-75.68872248319651,25.0
201.87664261594355,-40.938599813401915,-64.76658316511092,25.0
183.92359395006014,-36.71739687983466,-67.22330316941385,25.0
214.5270967797345,-41.06638341405446,-63.1799455188319,25.0
208.62758116003693,-39.03415959127035,-75.13075236685823,25.0
216.4175486619476,-38.30741518951571,-76.47515703410743,25.0
195.47317056049698,-36.37679028372543,-60.23715571461,25.0
203.71459755655997,-42.118989350583426,-79.71427963696401,25.0
216.25348690778924,-40.60428879135698,-76.62742251140872,25.0
215.4039153767035,-40.764969791461354,-66.98209673783906,25.0
197.80106536998966,-42.859927590309745,-72.67382689633332,25.0
168.44289607245966,-34.68957317173829,-60.101957666860365,25.0
201.45830198161943,-37.01566645253606,-70.523431457531,25.0
205.29017530840213,-39.56494072171851,-65.42936172437742,25.0
105.42635120940788,148.61983179403634,-355.47118183003494,26.0
118.75745438043934,176.72628415002941,-401.432212159841,26.0
103.60752333591316,156.32952710641553,-356.3795099214379,26.0
107.58472472800361,151.15855110170745,-367.080605886252,26.0
106.97557373921055,159.56545230648013,-350.2609747352834,26.0
115.11733307916316,172.63960174856277,-397.68516431881227,26.0
110.28557985835286,152.2091387321683,-366.8619221087988,26.0
111.51106191663563,172.96593466449133,-391.84476167304706,26.0
108.64912329360607,161.6519279736191,-372.53695732322507,26.0
103.21560690080936,146.2562810112635,-353.91633719378905,26.0
105.70020654288165,156.9547821392398,-355.5493643513922,26.0
122.17111516102426,166.9809704806681,-391.7547377367866,26.0
106.75376650969588,157.4279011133276,-363.5753429270521,26.0
101.9749683977025,140.7843744031768,-332.80133215436285,26.0
116.04766735295284,177.6057167427333,-399.2305788660857,26.0
111.63152396988666,155.2846324410089,-374.49554881631684,26.0
115.97300236233195,174.38985712226696,-384.06416149062363,26.0
99.43844814940618,146.34645690551358,-352.2706120273491,26.0
107.51508673985585,151.01887354259955,-356.72984609210147,26.0
112.80916315711899,160.50386146524124,-387.33441698077837,26.0
111.71605884193552,166.93373921599604,-378.7622150374713,26.0
113.62577916363746,155.01477634587133,-381.8822693275401,26.0
111.38019904048353,155.74246592653017,-366.58919939529727,26.0
114.97535726238216,176.43777831123302,-379.3165486674894,26.0
107.27663846175254,159.29719156152717,-362.4779352491556,26.0
107.38028115005609,157.0912636717806,-374.0426298564809,26.0
121.14598715880503,159.8308487518819,-390.3187477592572,26.0
106.58957059917552,182.61875934828848,-390.0139237358976,26.0
120.4645227386146,168.09069127777727,-388.59995862564375,26.0
107.90492579116344,165.98994181826848,-374.97360918433117,26.0
112.68108467306578,162.5685587493691,-387.3525383947031,26.0
118.53822988389149,174.27886783644792,-394.93969880986566,26.0
121.76052555057612,177.10019160952587,-405.3880626446759,26.0
100.2987485249948,147.45126806670487,-342.1503690379968,26.0
115.23119235666323,177.6490645780529,-395.0184849462893,26.0
118.17250577413343,166.39784905736653,-397.40253777032603,26.0
110.84780226598782,155.05255737872113,-359.3001759670942,26.0
111.89493812940951,179.54892443210827,-386.72560563278086,26.0
109.98055156112605,166.28439407944617,-379.3071046519025,26.0
116.15459397672367,170.8602476876703,-399.8854530743164,26.0
108.46072870525327,161.24869957848142,-383.07213473646704,26.0
118.12820862882855,183.09843000223398,-418.237555269951,26.0
109.92868388898111,151.39190121295945,-372.3722293566938,26.0
112.36095881937358,154.74918616698858,-372.39002029275525,26.0
114.88750292962322,163.07402961387305,-384.7283463195262,26.0
112.29512391780263,162.39334627928446,-377.1940506541762,26.0
113.44611357192129,149.37441150664435,-366.7354881918265,26.0
99.95878060393764,165.6319632305678,-349.1440247481944,26.0
109.77064615509224,154.0265851389786,-369.18438003608094,26.0
122.16503408857425,174.9820245515174,-403.06717380174496,26.0
113.51647919769232,158.7942938603681,-373.7184945549372,26.0
108.78661710496506,159.67187283451807,-380.6373210021096,26.0
112.71744081391977,162.5762800041095,-391.1495749832106,26.0
103.76928964230217,155.41830576161394,-373.3521258449283,26.0
113.8377064585589,166.3392168751261,-377.3143879453883,26.0
115.90307418399048,188.71090128000765,-405.67876625681583,26.0
114.44889925220562,171.16162441788788,-393.0894284276601,26.0
108.14744816469967,164.6035396078839,-372.5810404398789,26.0
119.59271690315848,160.38211731808377,-382.01873690373105,26.0
110.38148066778852,163.02896277943123,-371.78750264825555,26.0
113.85243437931433,169.50431377273887,-392.8217268702569,26.0
116.20434629517752,171.3159269083504,-391.5531110102281,26.0
114.4961131955799,147.19603593924424,-366.49580892977957,26.0
111.7199643983834,171.28501409324593,-375.16628582640584,26.0
117.7187023701029,166.5699863476475,-386.47525112878316,26.0
104.53424854444528,164.02228916791628,-365.1600515116382,26.0
102.9864092256819,167.2169757863679,-361.18096056367614,26.0
108.02026950075471,168.2043311198649,-375.28928516560944,26.0
104.89693579029085,152.84235023876417,-352.1395852557492,26.0
108.85036305688327,165.42023135602994,-364.55518856242225,26.0
105.90573648151097,127.65464493526952,-346.61100680824103,26.0
107.4129255134834,164.37992020721464,-381.2229158112333,26.0
110.02147802810318,165.3420973999426,-378.5786468196067,26.0
107.20318418385074,158.0336262951724,-355.6653383127898,26.0
109.58353391790138,165.0801095809992,-367.7256163015131,26.0
114.90196984162014,168.92677377654982,-385.22155443371923,26.0
111.8757376407601,172.68763706914808,-393.00322985331246,26.0
107.46366550799301,174.77074793706157,-374.3910768322924,26.0
104.26766214338811,158.44116369007352,-363.2179179445037,26.0
110.1429863164426,159.70488139081385,-372.6104070765701,26.0
118.2434694877623,170.13639875753572,-383.7512718538602,26.0
114.56582474366928,164.79071330326602,-379.21679825616906,26.0
108.2583919654091,167.58449564405814,-377.9122005289881,26.0
112.49373518570216,154.1699837303824,-375.9228111336152,26.0
103.87270069439575,167.07475007435832,-375.1100110158859,26.0
